companyId,companyName,default,category
195,"Wuxi Longsheng Technology Co., Ltd.",0,optional
196,"Zhejiang Yaxia Curtain Wall Co., Ltd.",0,industry
197,"Shandong Aofu Environmental Protection Technology Co., Ltd.",0,optional
198,"Shenzhen Hanchuan Automation Technology Co., Ltd.",0,industry
199,"Tianjin Huaxin No. 2 Leasing Co., Ltd.",0,industry
200,"Shanghai Huaming Electric Power Equipment Manufacturing Co., Ltd.",0,industry
201,"Wushi Fengling Electric Power Technology Co., Ltd.",0,public
202,"Hisense Japan Automotive Air Conditioning System Contract Co., Ltd.",0,optional
203,"Guangzhou Anyida Internet Small Loan Co., Ltd.",0,medical_insurance
204,"Foshan CCCC Poly Real Estate Co., Ltd.",0,industry
205,"Wang Jian, Liu Miao",0,it
206,"Suzhou Shijia Technology Co., Ltd.",0,it
207,"Dong Hongjiang, Chen Yuchuan",0,materials
208,"Shijiazhuang Xincheng Hongze Real Estate Development Co., Ltd.",0,real estate
209,Yang Suiyun,0,materials
210,"Yiwu Zhaoying Real Estate Co., Ltd.",0,industry
211,"Yangzhou TEDA Development and Construction Co., Ltd.",0,industry
212,"Yiyang Zhonglian Tongli New Materials Co., Ltd.",0,materials
213,"Fujian Mingguan Packaging Materials Co., Ltd.; Mingguan (Hubei) Packaging Materials Co., Ltd.",0,materials
214,"Guangdong Jiayu Doors, Windows and Curtain Wall Co., Ltd.",0,industry
215,"Hanshan County Huaqi Water Environment Management Co., Ltd.",0,public
216,"Jiaozuo Weiner Technology Co., Ltd.",0,materials
217,"Yangzhou Wanyun Construction Development Co., Ltd.",0,industry
218,"Tianjin Jiuyuan New Material Technology Co., Ltd.",0,materials
219,"Tancheng Changqing Biomass Energy Co., Ltd.",0,public
220,"Jiangsu Yinbao Guangming Animal Husbandry Co., Ltd.",0,daily consumption
221,"Zhejiang Tianzhen Technology Co., Ltd.",0,materials
222,"Nanjing Aotejia Changheng Casting Co., Ltd.",0,optional
223,"Jiangsu Jingyuan Environmental Protection Co., Ltd.",0,industry
224,"Jinan Hangyang Gas Co., Ltd.",0,industry
225,"Ningxia Hui Autonomous Region Electric Power Design Institute Co., Ltd.",0,industry
226,"sea star(Jiangmen)Laser Intelligent Equipment Co., Ltd.",0,it
227,"Zhejiang Satellite Energy Co., Ltd., Satellite Chemical America Inc.",0,materials
228,"Tianjin Teda Co., Ltd.",0,industry
229,"Ningbo Xingrui Electronic Technology Co., Ltd.",0,it
230,"Zhejiang Shaoxing Heda Water Technology Co., Ltd.",0,it
231,"Sunsea Communication Services Co., Ltd.",0,it
232,"Nanning New City Wuyue Business Management Co., Ltd.",0,real estate
233,"Shanghai Huaxin Yichou Aircraft Leasing Co., Ltd.",0,industry
234,"Hangzhou Tianmushan Pharmaceutical Co., Ltd.",0,medical_insurance
235,"Xi'an Juneng Superconducting Magnet Technology Co., Ltd.",0,materials
236,"Zhuhai Pengwan Real Estate Co., Ltd.",0,optional
237,"Zhuhai Port Co., Ltd.",0,industry
238,Depair SA,0,it
239,SFHoldingInvestment2021Limited,0,industry
240,"Putian Puyang University Construction Co., Ltd.",0,industry
241,"Sichuan Jifeng Junong Agricultural Equipment Co., Ltd.",0,optional
242,"Nanchang Luyuan Logistics Co., Ltd.",0,industry
243,GF Financial Trading (UK) Limited,0,financial
244,"Tianneng New Energy (Huzhou) Co., Ltd.",0,industry
245,"Shanghai Graman International Fire Equipment Co., Ltd.",0,industry
246,"Jiangsu Hongye Co., Ltd.",0,optional
247,"Nanchang Baitong Environmental Protection Technology Co., Ltd., Zhang Chunquan, Tang Yan",0,public
248,"Chongqing Water Zhicheng New Material Technology Co., Ltd.",0,materials
249,"Haikou Xincheng Wanbo Real Estate Management Co., Ltd.",0,real estate
250,"Zhejiang Tianneng Battery (Jiangsu) Co., Ltd.",0,industry
251,"Jinglan Ecological Technology Co., Ltd.",1,industry
252,"Anhui Yitong Materials Technology Co., Ltd.",0,materials
253,"Shencheng Road and Bridge Construction Group Co., Ltd.",0,industry
254,"Sichuan Sancha Hubei Konghaitian Investment Co., Ltd.",0,public
255,"Kelon Development Co., Ltd.",0,optional
256,"Haitian Water Group Co., Ltd.",0,public
257,"Quanzhou Shengyuan Hualv Environmental Protection Technology Co., Ltd.",0,industry
258,"Anhui Huilong Wanle Rice Industry Co., Ltd.",0,materials
259,"Nanguo Real Estate Co., Ltd.",0,real estate
260,"Guangxi Wuzhou Zhongheng Group Co., Ltd.",0,medical_insurance
261,"Supply and Marketing Group Co., Ltd.",0,optional
262,"Beijing High Energy Times Environmental Technology Co., Ltd.",0,industry
263,"Funing Changqing Biomass Energy Co., Ltd.",0,public
264,"Chongqing Pharmaceutical Group Pharmaceutical Special Branch Co., Ltd.",0,medical_insurance
265,"China Energy Construction Group Northwest Electric Power Construction Gansu Engineering Co., Ltd.",0,industry
266,"Zhongmin Bund Real Estate Development Co., Ltd.",0,real estate
267,"Guangdong Jingyi Metal Co., Ltd.",0,materials
268,Dealer Supply Chain Financing,1,industry
269,"Tianjin Xingjian Supply Chain Management Co., Ltd.",0,optional
270,"SF Holdings Co., Ltd.",0,industry
271,PT Minahasa Cahaya Lestari,0,industry
272,"Zhenjiang Xincheng Yihong Real Estate Development Co., Ltd.",0,real estate
273,"Yin Lan, Yu Jizhong",0,medical_insurance
274,"Yangzhou Xincheng Yuebo Real Estate Development Co., Ltd.",0,real estate
275,"Sinosteel Capital Holdings Co., Ltd.",0,industry
276,"Vietnam Oulutong Technology Co., Ltd.",0,it
277,"Xintai Xulan New Energy Technology Co., Ltd.",0,public
278,"Zaozhuang Zhonglian Concrete Co., Ltd.",0,materials
279,"Liupanshui Meinian Health Management Co., Ltd.",0,medical_insurance
280,upstream supplier,0,daily consumption
281,"Wu Yinjian, Wu Yinhua, Wu Yincui",0,optional
282,"Meinian Health Industry (Group) Co., Ltd.",0,medical_insurance
283,"Liaoning Xindaxin Industrial Co., Ltd.",1,public
284,"Shanghai Minai Semiconductor Co., Ltd.",0,it
285,Gong Xiaoke,0,public
286,"Hubei Huangshi Wuyang Expressway Development Co., Ltd.",0,industry
287,"Chongqing Yongli Industrial Co., Ltd.",0,materials
288,"Taiyuan BBMG Jidong Cement Economic and Trade Co., Ltd.",0,materials
289,"Guizhou Anda Technology Energy Co., Ltd.",0,materials
290,"Jiahe Smart Technology Co., Ltd.",0,it
291,"Fengxian Xincheng Hongyue Real Estate Development Co., Ltd.",0,real estate
292,JEE SYSTEMS GMBHI.G,0,industry
293,"Jinhua Qinghong Solar Technology Co., Ltd.",0,it
294,"Taizhou Wangneng Renewable Resources Utilization Co., Ltd.",0,industry
295,"Yunnan Baoshan Binlang River Hydropower Development Co., Ltd.",0,industry
296,"Shanghai Taiantang Pharmaceutical Co., Ltd.",0,medical_insurance
297,Yang Qingxin,0,industry
298,"Shandong Annoqi Fine Chemical Co., Ltd.",0,materials
299,"Guilin Guizhen Investment Real Estate Co., Ltd.",0,optional
300,"Chongqing Lidzhi Fang Industrial Co., Ltd.",0,real estate
301,"Beijing Tiande Runbao Cultural Creativity Co., Ltd.",0,industry
302,"Beijing Donghua Botai Technology Co., Ltd.",0,it
303,"Chen Jun, Zhou Zhou",0,it
304,"Qi'anxin Netshen Information Technology(Beijing)Co., Ltd.",0,it
305,"Keping County Yueshui Electric Energy Co., Ltd.",0,industry
306,"Zhejiang Heda Technology Co., Ltd.",0,it
307,"Sinosteel Anshan Thermal Energy Research Institute Co., Ltd.",0,industry
308,"Henan Xinda Animal Husbandry Co., Ltd.",0,daily consumption
309,"Anhui Anfu Battery Technology Co., Ltd.",0,industry
310,"Shanxi Xintai Steel Co., Ltd.",0,energy
311,"Ganzhou Luyan Pharmaceutical Co., Ltd.",0,medical_insurance
312,"Jiusheng Electric Co., Ltd.",0,industry
313,"Zhu Congli, Zhao Xiujuan",0,optional
314,"Kunshan Longteng Optoelectronics Co., Ltd.",0,it
315,Asia Power Development Limited,0,industry
316,"Shangrao Baichuan Changyin New Energy Co., Ltd.",0,industry
317,"Shanxi Pingyao Fengyan Coking Coal Group Ermugou Coal Industry Co., Ltd.",0,industry
318,"Ningxia Ningdong Taico Photovoltaic Power Co., Ltd.",0,it
319,"National Energy Group Changyuan Electric Power Co., Ltd.",0,public
320,"Guangdong Dow Technology Co., Ltd.",0,materials
321,"Shenzhen Meimeichuangyi Medical Technology Co., Ltd.",0,medical_insurance
322,"Hangzhou Hangxin Solid Waste Disposal Co., Ltd.",1,materials
323,"Chongqing Fuling Energy Industrial Group Co., Ltd.",0,public
324,"Yunnan Yunlu Zexin Aluminum Co., Ltd.",0,materials
325,"SDIC Electric Power Holdings Co., Ltd.",0,public
326,"Hengshui Jizhou Taida Environmental Protection Co., Ltd.",0,industry
327,"Wuhan Dam Ben Business Management Co., Ltd.",0,real estate
328,"Shanghai SMIC Architectural Ceramics Co., Ltd.",0,industry
329,"Guangdong Jiayuan Times New Energy Materials Co., Ltd.",0,materials
330,"Jiangsu Dongwei Sensing Technology Co., Ltd.",0,industry
331,"Yangzhou Baoshun Automobile Sales and Service Co., Ltd.",0,materials
332,"Zhejiang Wanfeng Aowei Steam Turbine Co., Ltd.",0,optional
333,"Tongxiang (Suzhou) Electronic Materials Technology Co., Ltd.",0,materials
334,"Chongqing Boshuo Optoelectronics Co., Ltd.",0,it
335,"Shenzhen Baiwei Storage Technology Co., Ltd.",0,it
336,"Zhongshun Jierou (Hong Kong) Co., Ltd., Zhongshun Jierou (Macau) Co., Ltd.",0,daily consumption
337,"Jiangyin Xingcheng Special Steel Co., Ltd.",0,materials
338,"Nantong Runhe Environmental Technology Co., Ltd.",0,industry
339,Roput(Xiamen)System Integration Ltd.,0,it
340,"Changsha Hongyao Real Estate Development Co., Ltd.",0,real estate
341,"Qingzhou Zhonglian Cement Co., Ltd.",0,materials
342,AntwerpGatewayNV,0,industry
343,"Zhejiang Jilin Import and Export Co., Ltd.",0,industry
344,"Xingxian Huasheng Gas Co., Ltd.",0,public
345,"Shaanxi Yongxin Paper Packaging Co., Ltd.",0,it
346,"Jiangxi Jiana Energy Technology Co., Ltd.",0,materials
347,"AVIC Co., Ltd.",0,industry
348,"Xinjiang Agriculture and Animal Husbandry Investment (Group) Co., Ltd.",0,materials
349,"Pinghu Hengliang Trading Co., Ltd.",0,real estate
350,"Shenzhen Kingsignal High-tech Co., Ltd.",0,daily consumption
351,"Yangzhou Yijie Natural Gas Co., Ltd.",0,public
352,"Wuhan Supor Cookware Co., Ltd.",0,optional
353,"Sichuan Yamei Power Technology Co., Ltd.",0,industry
354,"Hubei Lanfan Care Products Co., Ltd.",0,medical_insurance
355,"Xiamen Hantong Digital Technology Co., Ltd.",0,industry
356,"Yixing Xinyuanhang Holdings Co., Ltd., Jiangsu Yuanhang New Material Group Co., Ltd., Zhou Linfeng, Zhou Changxing, Lin Yunhong",0,materials
357,"Yuancheng Environment Co., Ltd.",0,industry
358,"Jiangxi Runhe Agriculture Co., Ltd.",0,daily consumption
359,"Tangshan Jidong Cement Co., Ltd.",0,materials
360,"Wolong Electric Driven Group Co., Ltd.",0,industry
361,"Kong Xiang'e, Wang Wanfa",0,industry
362,"Jiangsu Yingtai International Trade Co., Ltd.",0,materials
363,"Shanghai Ruiao Business Consulting Co., Ltd.",0,daily consumption
364,"Jinko Power Co., Ltd.",0,public
365,"Ningxia Zhongwei Changhe New Energy Co., Ltd.",0,public
366,"Tongxin County Longi New Energy Co., Ltd.",0,it
367,"Guangzhou Radio and Television Measurement and Inspection (Shanghai) Co., Ltd.",0,industry
368,"Zhongke Dingshi Environmental Engineering Co., Ltd.",1,industry
369,"Hefei NavInfo Technology Co., Ltd.",0,it
370,"luoniushan co., ltd.",0,daily consumption
371,"Terras Energy Equipment Co., Ltd.",0,energy
372,"Guangdong Zerui Pharmaceutical Co., Ltd.",0,medical_insurance
373,"Guangdong Shantou Ultrasonic Electronics Co., Ltd.",0,it
374,Nanjing Xinyingze Enterprise Management Partnership (Limited Partnership),0,real estate
375,"Shaanxi Coal and Chemical Industry Group Co., Ltd.",0,industry
376,"Nanjing Yunchuang Big Data Technology Co., Ltd.",0,it
377,"Chongyang Pharmaceutical Holdings (Sichuan) Co., Ltd.",0,medical_insurance
378,"Shanghai Huayi Group Co., Ltd.",0,materials
379,"Nanning Wuyue Real Estate Development Co., Ltd.",0,real estate
380,"Changsha Yuetuo Real Estate Development Co., Ltd.",0,real estate
381,"Quanzhou Quangang Zhongjianchuan Investment Co., Ltd.",0,industry
382,Payton Technology(Shenzhen)Ltd.,1,it
383,"Xiamen Wanan Intelligent Co., Ltd.",0,industry
384,"Xinjiang Tarim Agricultural Comprehensive Development Co., Ltd.",0,daily consumption
385,"Oriental International Group Shanghai Foreign Trade Co., Ltd.",0,optional
386,"Jiangsu Huicheng Optoelectronics Co., Ltd.",0,it
387,"Sifang Optoelectronics Co., Ltd.",0,it
388,"Chengdu Zongheng Dapeng UAV Technology Co., Ltd.",0,industry
389,"Jiangxi Ning New Materials Co., Ltd., Ju Guojun, Wang Zhongwei",0,materials
390,"Guizhou Tianjian Mining Group Co., Ltd. (Chongyuan Coal Mine)",0,industry
391,"Xie Huaijie, Zhang Yunping",0,materials
392,"Shenma Industrial Co., Ltd.",0,materials
393,"Inner Mongolia Knight Dairy Group Co., Ltd.",0,daily consumption
394,"China National Building Materials New Materials Co., Ltd.",0,materials
395,"Jiangxi Fuxiang Pharmaceutical Co., Ltd.",0,medical_insurance
396,"Guangbo Group Co., Ltd.",0,industry
397,"Guangdong Hongzhi Intelligent Technology Co., Ltd.",0,optional
398,"Huzhou Huate Stainless Steel Pipe Manufacturing Co., Ltd.",0,materials
399,"Oriental Electric Co., Ltd.",0,industry
400,"Sichuan Jinpeifang Pharmaceutical Co., Ltd.",0,daily consumption
401,"Suzhou Meiruide Building Decoration Co., Ltd.",0,industry
402,"Hunan Jiudian Pharmaceutical Co., Ltd.",0,medical_insurance
403,"Shanghai Awin Semiconductor Technology Co., Ltd.",0,it
404,"Guangdong Beclo Curtain Wall Door and Window System Co., Ltd.",0,materials
405,"Chengdu Kelian Automation Engineering Co., Ltd.",0,industry
406,"Binh Duong Korn Solar Power Co., Ltd.",0,it
407,"Sinopharm Holdings Maoming Co., Ltd.",0,medical_insurance
408,"China Festival Energy Solar Co., Ltd.",0,industry
409,"Wuxi Hongyu Real Estate Development Co., Ltd.",0,real estate
410,"Dejiang Zhonghuan Environmental Protection New Energy Co., Ltd.",0,industry
411,"Radio and Television Measurement and Inspection (Chengdu) Co., Ltd.",0,industry
412,"Sinopharm Holding Guigang Co., Ltd.",0,medical_insurance
